locationid,latitude,longitude,zip_code,date,PM2_5_mean,PM2_5_max,AQI,temp_min,temp_max,humidity,wind,pressure,rain,pollen_tree,pollen_grass,pollen_weed,day_of_week,month,season,holiday_flag,google_trends_allergy,flare_day
37.77--122.42,37.77,-122.42,,2026-01-23,17.833333333333332,21.4,,9.8,14.1,89.66666666666667,5.454166666666667,1013.2458333333334,0.0,,,,Friday,1,winter,False,55.0,0
37.77--122.42,37.77,-122.42,,2026-01-24,19.825,26.8,,7.3,17.0,85.625,5.1875,1012.4625,0.0,,,,Saturday,1,winter,False,55.0,0
37.77--122.42,37.77,-122.42,,2026-01-25,15.808333333333332,29.1,,5.4,16.8,77.70833333333333,8.695833333333333,1017.9791666666666,0.0,,,,Sunday,1,winter,False,47.0,0
37.77--122.42,37.77,-122.42,,2026-01-26,21.995833333333334,26.0,,6.1,14.6,87.625,8.645833333333334,1022.8083333333334,0.0,,,,Monday,1,winter,False,47.0,0
37.77--122.42,37.77,-122.42,,2026-01-27,20.308333333333334,33.5,,6.0,15.5,83.70833333333333,6.395833333333333,1022.8208333333333,0.0,,,,Tuesday,1,winter,False,47.0,0
37.77--122.42,37.77,-122.42,,2026-01-28,20.066666666666666,32.5,,10.8,16.5,83.5,8.158333333333333,1025.8125,1.7,,,,Wednesday,1,winter,False,47.0,0
37.77--122.42,37.77,-122.42,,2026-01-29,16.841666666666665,22.7,,6.5,16.5,84.0,6.8625,1025.3875,0.0,,,,Thursday,1,winter,False,47.0,0
37.77--122.42,37.77,-122.42,,2026-01-30,17.675,25.2,,7.7,16.6,82.41666666666667,9.458333333333334,1024.5583333333334,0.0,,,,Friday,1,winter,False,47.0,0
37.77--122.42,37.77,-122.42,,2026-01-31,21.204166666666666,25.9,,7.8,15.9,86.625,9.075000000000001,1021.6166666666667,0.0,,,,Saturday,1,winter,False,47.0,0
37.77--122.42,37.77,-122.42,,2026-02-01,33.06666666666667,41.6,,7.4,15.4,90.5,7.0375000000000005,1019.0,0.0,,,,Sunday,2,winter,False,53.0,0
37.77--122.42,37.77,-122.42,,2026-02-02,26.34166666666667,37.1,,6.4,16.0,88.58333333333333,3.266666666666667,1020.15,0.0,,,,Monday,2,winter,False,53.0,0
37.77--122.42,37.77,-122.42,,2026-02-03,17.379166666666666,24.9,,7.2,18.0,86.625,7.45,1022.7208333333333,0.0,,,,Tuesday,2,winter,False,53.0,0
37.77--122.42,37.77,-122.42,,2026-02-04,21.9875,27.9,,7.6,18.7,79.0,9.174999999999999,1022.2291666666666,0.0,,,,Wednesday,2,winter,False,53.0,0
37.77--122.42,37.77,-122.42,,2026-02-05,18.954166666666666,25.6,,7.8,19.6,80.04166666666667,8.416666666666666,1016.9833333333332,0.0,,,,Thursday,2,winter,False,53.0,0
37.77--122.42,37.77,-122.42,,2026-02-06,29.504166666666666,34.9,,10.4,19.8,77.04166666666667,5.658333333333334,1016.3541666666666,0.0,,,,Friday,2,winter,False,53.0,0
37.77--122.42,37.77,-122.42,,2026-02-07,18.675,32.5,,10.6,18.0,85.20833333333333,6.529166666666666,1022.3000000000001,0.0,,,,Saturday,2,winter,False,53.0,0
